Id,SalePrice
1461,124490.125
1462,157580.16
1463,189204.75
1464,202082.69
1465,185147.62
1466,172662.34
1467,174616.75
1468,172810.53
1469,186996.88
1470,124622.2
1471,200667.28
1472,99278.414
1473,106202.82
1474,155364.5
1475,136122.36
1476,365615.22
1477,257498.58
1478,302513.6
1479,229926.38
1480,484923.88
1481,304725.84
1482,205096.86
1483,163155.83
1484,174299.95
1485,170970.36
1486,194157.33
1487,328852.25
1488,227366.64
1489,215319.1
1490,209913.34
1491,184252.05
1492,87434.484
1493,178349.52
1494,288785.75
1495,289618.5
1496,232360.8
1497,186122.98
1498,160030.19
1499,159314.89
1500,152709.64
1501,184132.08
1502,161959.73
1503,287711.5
1504,223890.86
1505,221652.75
1506,183587.62
1507,240858.92
1508,203152.61
1509,163284.2
1510,146142.23
1511,146629.25
1512,166585.97
1513,142367.25
1514,171909.8
1515,186308.7
1516,154592.19
1517,154021.36
1518,128468.664
1519,229695.55
1520,137173.47
1521,138993.98
1522,162629.42
1523,116398.97
1524,124915.945
1525,128231.234
1526,122819.8
1527,102945.42
1528,129668.81
1529,144285.45
1530,179123.97
1531,113755.35
1532,98017.36
1533,146305.42
1534,118109.72
1535,166489.27
1536,113121.734
1537,63177.645
1538,181500.48
1539,208183.28
1540,101390.375
1541,154259.4
1542,136346.77
1543,235180.81
1544,77316.73
1545,102375.29
1546,129974.69
1547,139854.28
1548,144362.27
1549,122261.234
1550,147430.55
1551,105731.63
1552,135608.72
1553,154905.48
1554,114541.18
1555,165290.3
1556,76383.37
1557,101383.34
1558,89306.45
1559,93497.63
1560,135736.02
1561,137305.4
1562,127821.8
1563,122641.33
1564,156087.42
1565,146260.44
1566,209782.31
1567,67053.76
1568,225218.77
1569,132930.92
1570,136987.53
1571,124726.97
1572,146099.0
1573,240199.72
1574,104523.39
1575,223212.62
1576,228850.36
1577,200768.69
1578,148359.94
1579,145838.0
1580,189437.61
1581,153310.97
1582,124493.08
1583,332601.44
1584,232016.08
1585,141555.0
1586,69436.11
1587,98103.05
1588,155234.3
1589,96488.84
1590,132098.33
1591,102559.484
1592,120589.85
1593,129826.67
1594,137981.9
1595,104050.85
1596,239082.52
1597,177597.14
1598,205855.36
1599,188998.06
1600,184625.56
1601,70419.86
1602,110498.7
1603,82009.96
1604,271507.1
1605,245635.97
1606,169678.88
1607,156175.67
1608,209722.7
1609,197742.97
1610,165415.97
1611,139297.62
1612,165869.52
1613,152620.23
1614,121620.64
1615,86971.34
1616,71893.53
1617,88942.19
1618,124461.95
1619,138750.67
1620,147383.58
1621,136410.47
1622,145043.14
1623,313516.72
1624,222072.42
1625,122081.92
1626,169579.05
1627,188992.84
1628,280372.06
1629,177625.73
1630,373963.22
1631,223940.72
1632,238765.6
1633,170480.73
1634,181319.61
1635,184739.02
1636,155955.88
1637,175722.89
1638,205784.28
1639,174729.9
1640,258367.16
1641,173347.56
1642,229530.98
1643,210507.75
1644,230367.03
1645,194704.62
1646,159053.33
1647,160950.36
1648,132617.17
1649,141064.56
1650,117638.15
1651,119910.52
1652,95107.555
1653,98193.016
1654,149335.39
1655,151218.47
1656,149061.56
1657,152560.08
1658,147191.22
1659,139278.34
1660,153011.67
1661,447301.84
1662,430746.78
1663,371506.78
1664,379191.6
1665,313160.12
1666,314581.4
1667,355741.78
