Id,SalePrice
1461,102925.87737666805
1462,157908.6695756436
1463,170396.31697214424
1464,193263.73039474853
1465,207674.773685104
1466,165824.62665519473
1467,174878.574002681
1468,156276.86102364675
1469,209826.08257792445
1470,116153.78189277549
1471,168209.75042341044
1472,102364.1317583624
1473,88005.73559015893
1474,152498.85877320077
1475,95171.09585760365
1476,352725.43982311524
1477,261297.71018112943
1478,313276.72437518963
1479,316330.7791057717
1480,448370.72192979825
1481,316477.3871476401
1482,224491.98226815686
1483,173734.90488795287
1484,173429.78385434157
1485,206873.08683608015
1486,197858.57337016208
1487,342533.2194167044
1488,232064.50745455938
1489,198212.7169458335
1490,253180.3455536416
1491,199521.2284894915
1492,93977.56201486831
1493,223860.16953722006
1494,309919.68642459775
1495,283561.60620906
1496,248535.6760862052
1497,170905.49479640907
1498,168903.9184913328
1499,163910.1028659519
1500,155062.6662248518
1501,197384.40857214565
1502,147678.48136165025
1503,302018.4347001107
1504,242045.70898934588
1505,223645.37540414245
1506,191250.7049586294
1507,241507.51157306082
1508,189291.01366755253
1509,157629.4420977053
1510,144303.87356565357
1511,144331.58728941044
1512,177213.44119171615
1513,161837.11590547278
1514,153902.24764527916
1515,201258.97045522725
1516,161082.61904838553
1517,179991.80348667505
1518,115457.6581430599
1519,213717.88917739177
1520,120750.89354539222
1521,118359.01210201286
1522,189083.64136844585
1523,101809.84930056293
1524,108454.92532534618
1525,110724.26387939352
1526,111227.66720719913
1527,102703.79274665008
1528,128298.86638405855
1529,149432.70225837087
1530,225063.30007889972
1531,140605.32176752485
1532,104958.85883701776
1533,162106.3534845066
1534,113637.83976363624
1535,142704.31531286336
1536,92170.79335218927
1537,50453.6843076409
1538,173650.14486465344
1539,220885.77175079242
1540,129984.00701395908
1541,150041.45177391655
1542,128044.67449207244
1543,189059.59272281718
1544,96336.59220507657
1545,127957.78577058941
1546,149617.43233625908
1547,143203.36549368428
1548,150889.96864109737
1549,134267.6375540673
1550,149320.996915805
1551,118259.36343771631
1552,155950.0063221924
1553,166104.33910152465
1554,122459.41305616054
1555,143735.16461253015
1556,72201.01321392688
1557,105881.89265684773
1558,111136.51301226777
1559,93565.42064767092
1560,137229.49019090188
1561,120025.77400988751
1562,131010.72925512341
1563,127761.00467762414
1564,151319.20009737287
1565,146956.17553741226
1566,236654.50572846303
1567,77615.44603921122
1568,231577.87924508966
1569,108171.79522620396
1570,139352.44815871908
1571,95469.31839983712
1572,132668.7814338615
1573,242315.79266004197
1574,129336.87004783755
1575,244622.3400409211
1576,243504.56975342488
1577,187530.29361021557
1578,161065.6365388949
1579,143114.09139951415
1580,189269.2014842327
1581,153300.52098509457
1582,135048.58973098348
1583,277468.86996441556
1584,225061.86612704434
1585,140624.13168462503
1586,59219.66367370177
1587,111341.05327242712
1588,150786.85226343456
1589,91641.10052386453
1590,129600.22597333313
1591,82889.55672231512
1592,112992.02723806733
1593,145508.48456160317
1594,154521.0900428192
1595,116442.92824351328
1596,215537.85527352398
1597,203438.81664860784
1598,216830.1689074826
1599,199022.78033247773
1600,183059.8420471722
1601,47682.3942382069
1602,118567.20711674781
1603,72295.86341670151
1604,283830.8567917432
1605,239096.51354768503
1606,171517.8704493868
1607,164673.7627537799
1608,215844.9240218812
1609,188765.20169612908
1610,148320.69138882827
1611,142001.99618641468
1612,184150.26297612893
1613,154666.514979872
1614,135891.63714161477
1615,95882.70200974774
1616,68329.17246646599
1617,81120.70545788392
1618,117403.36445264023
1619,149927.2542008264
1620,183518.22423743972
1621,121446.9740194039
1622,152161.2219296254
1623,267952.9801343677
1624,204799.52229410497
1625,121995.72043996394
1626,173652.8529314085
1627,177755.5131609545
1628,280985.6003489527
1629,185967.77246808005
1630,344800.48698586936
1631,242616.20164097266
1632,243326.14513942812
1633,196627.53417113793
1634,185097.41691627112
1635,178527.6082807539
1636,143750.5633447278
1637,180244.82783069744
1638,178794.54586407312
1639,182024.48492724667
1640,241301.0638807876
1641,180913.9653995234
1642,242429.5977334433
1643,214950.6582938357
1644,233139.9695316306
1645,200580.38139951605
1646,163562.91171293554
1647,161412.91805374133
1648,129881.12578225617
1649,126810.38091250985
1650,115374.12985644994
1651,113914.73658871416
1652,101516.71828887667
1653,100443.56790068233
1654,143751.8246492953
1655,127388.83332323912
1656,139165.38749780905
1657,153847.55094038186
1658,152544.69844310958
1659,120710.5320077634
1660,144898.67159551263
1661,397438.4443593989
1662,370136.20380584174
1663,358934.4234002158
1664,434557.11754045414
1665,314250.4978168553
1666,337785.56556612684
1667,344787.2777926964
1668,344444.4545505119
1669,324066.63177033304
1670,347851.6510309472
1671,271594.9539998095
1672,387385.93050779076
1673,303904.6010913141
1674,257347.01001852818
1675,206778.92427267606
1676,210546.52217688394
1677,221625.03209326157
1678,440510.96419758315
1679,376448.3918164836
1680,319715.4873749416
1681,270149.87556937337
1682,333501.50070462585
1683,198988.4488319777
1684,181000.0706940329
1685,178590.2101193354
1686,175424.32576124367
1687,178668.68908229182
1688,188223.81991469252
1689,195400.74999469085
1690,201823.23248237642
1691,193708.95240489356
1692,275094.2132793793
1693,190064.17251292377
1694,177809.99360029344
1695,172966.28961426675
1696,261687.6427204203
1697,186119.8782764507
1698,332624.16128697095
1699,333655.98019478796
1700,272125.9758214809
1701,282117.62590858655
1702,223926.40056563445
1703,229908.6527027283
1704,265914.8040008085
1705,269400.67749793694
1706,334188.5831051527
1707,235508.78286304834
1708,204046.3706207853
1709,248928.43754779964
1710,224504.15141985237
1711,285789.50283580925
1712,252609.46364572074
1713,257597.48603854145
1714,212215.28373711472
1715,211085.9343798825
1716,180246.46109926215
1717,188730.12647879767
1718,144360.96562395163
1719,227513.42464942872
1720,236464.82335109403
1721,160837.15719836642
1722,120011.47773057825
1723,151176.78389508033
1724,211529.2569731167
1725,241260.0883643642
1726,187334.17859282138
1727,158288.39425863975
1728,173178.55444410702
1729,165448.19836919638
1730,163484.53175365954
1731,124372.86392113066
